0.431057,0.431054,0.431044,0.431022,0.430967,0.430838,0.430569,0.430122,0.429710,0.430304,0.434331,0.446273,0.472948,0.521315,0.578399,0.566140,0.440858,0.355565,0.334334,0.393253,0.525711,0.608534,0.588663,0.458940,0.383940,0.355491,0.346876,0.358858,0.412730,0.537673,0.698708,0.680030,0.708545,0.664963,0.635669,0.675567,0.719712,0.645107,0.644023,0.674022,0.517994,0.416480,0.440138,0.546221,0.516732,0.366531,0.276003,0.256223,0.307466,0.422413
0.341043,0.341037,0.341016,0.340961,0.340813,0.340442,0.339597,0.337929,0.335247,0.332142,0.330910,0.336855,0.358610,0.406690,0.486274,0.554592,0.486900,0.399191,0.351673,0.374940,0.475263,0.585638,0.600329,0.511207,0.461200,0.444053,0.435248,0.436901,0.470820,0.566915,0.696223,0.678426,0.603386,0.525841,0.492939,0.528884,0.601833,0.642911,0.638151,0.571151,0.442541,0.374617,0.413837,0.526216,0.515107,0.375916,0.283649,0.260048,0.308966,0.422730
0.346016,0.346002,0.345957,0.345836,0.345511,0.344685,0.342745,0.338674,0.331208,0.319358,0.304107,0.293021,0.298305,0.331846,0.411403,0.525592,0.555969,0.479921,0.395109,0.361762,0.404319,0.499446,0.592428,0.607629,0.601893,0.597216,0.589169,0.576733,0.565569,0.585108,0.594742,0.539251,0.464092,0.404855,0.387323,0.410871,0.455594,0.486635,0.475805,0.420802,0.355044,0.338270,0.403184,0.532115,0.541263,0.409185,0.304998,0.269517,0.312578,0.423817
0.473375,0.473348,0.473269,0.473056,0.472496,0.471069,0.467649,0.460123,0.444916,0.416719,0.373250,0.330057,0.305197,0.308713,0.358614,0.460162,0.557960,0.557751,0.462941,0.376859,0.358794,0.407642,0.502912,0.597198,0.625771,0.624916,0.618342,0.595962,0.533755,0.477072,0.435854,0.397878,0.366305,0.357083,0.375789,0.398907,0.404431,0.394244,0.373237,0.341343,0.317152,0.335001,0.422319,0.568844,0.592039,0.465686,0.339688,0.284166,0.318643,0.426624
0.667011,0.666979,0.666884,0.666628,0.665940,0.664131,0.659625,0.649252,0.627232,0.584374,0.515130,0.438736,0.371626,0.328325,0.329397,0.386232,0.479156,0.556854,0.527623,0.420743,0.355273,0.350286,0.401017,0.485165,0.551860,0.573538,0.549824,0.486932,0.416048,0.365977,0.340097,0.335890,0.349513,0.391611,0.454559,0.487945,0.470343,0.431397,0.395995,0.359461,0.339755,0.368163,0.463264,0.604350,0.613663,0.500837,0.362211,0.295602,0.326447,0.432871
0.711311,0.711280,0.711180,0.710891,0.710085,0.707958,0.702904,0.692962,0.678815,0.665808,0.645832,0.582207,0.487623,0.392320,0.335211,0.338478,0.395730,0.488361,0.558708,0.489747,0.399495,0.341240,0.333027,0.365015,0.402409,0.418762,0.407380,0.372233,0.336918,0.323543,0.331936,0.362242,0.411334,0.480178,0.558563,0.579297,0.575960,0.542513,0.506357,0.453998,0.421137,0.443813,0.526132,0.626104,0.598808,0.472765,0.351525,0.300000,0.338231,0.446333
0.671939,0.671898,0.671773,0.671436,0.670582,0.668572,0.664197,0.655835,0.643703,0.634368,0.635651,0.633429,0.594046,0.479932,0.373391,0.329006,0.349170,0.433818,0.559393,0.566307,0.479676,0.376563,0.319264,0.310929,0.325250,0.340916,0.345314,0.338761,0.337943,0.361220,0.404954,0.460611,0.518751,0.549952,0.559944,0.553734,0.550120,0.545231,0.553729,0.545904,0.527194,0.542582,0.589025,0.594212,0.509025,0.404372,0.327302,0.308040,0.361934,0.473796
0.503533,0.503392,0.502982,0.501998,0.499900,0.495950,0.489388,0.479866,0.469344,0.465410,0.482794,0.536068,0.605433,0.555212,0.430314,0.351972,0.339805,0.399389,0.517309,0.563286,0.535861,0.418858,0.344639,0.327367,0.343438,0.373464,0.397301,0.407461,0.422593,0.466535,0.526512,0.560761,0.544863,0.477969,0.428432,0.406855,0.403623,0.415460,0.450384,0.487350,0.497787,0.506758,0.511733,0.473977,0.409362,0.353419,0.327540,0.342188,0.411266,0.523245
0.428494,0.428169,0.427236,0.425022,0.420359,0.411684,0.397467,0.377840,0.359519,0.354365,0.375149,0.443149,0.555570,0.591765,0.500716,0.408074,0.361876,0.377405,0.451843,0.517079,0.500520,0.419238,0.388323,0.407057,0.446218,0.493245,0.533410,0.550583,0.551834,0.567002,0.564310,0.524902,0.454414,0.381616,0.337816,0.323039,0.322982,0.333275,0.355439,0.375669,0.383155,0.388321,0.390958,0.379240,0.364169,0.362028,0.381905,0.425493,0.493589,0.582610
0.503580,0.503029,0.501438,0.497598,0.489201,0.472436,0.441983,0.396320,0.352765,0.330262,0.333131,0.376609,0.472941,0.569211,0.570831,0.500490,0.429398,0.384514,0.377160,0.388845,0.389620,0.395130,0.457279,0.538455,0.596951,0.620956,0.607788,0.588904,0.548554,0.512312,0.458965,0.404833,0.358687,0.327165,0.319070,0.325983,0.335701,0.345432,0.355797,0.362486,0.364627,0.366674,0.371573,0.382648,0.408333,0.449068,0.497167,0.547286,0.566850,0.573511
0.671957,0.671269,0.669216,0.664030,0.652112,0.627149,0.580133,0.508211,0.437884,0.390780,0.355103,0.345797,0.390550,0.472390,0.551897,0.593633,0.544753,0.449773,0.364813,0.330509,0.337540,0.398538,0.525452,0.610855,0.631096,0.603691,0.549612,0.483384,0.425204,0.389240,0.359010,0.336120,0.331288,0.345898,0.381659,0.422549,0.450272,0.465503,0.473034,0.474938,0.472927,0.469729,0.471397,0.489417,0.530676,0.584887,0.615150,0.587858,0.503568,0.449646
